Probe ID	Stigma_control-1	Stigma_control-2	Stigma_control-3	Ovary_control-1	Ovary_control-2	Ovary_control-3	Pollinating_stigma-1	Pollinating_stigma-2	Pollinating_ovary-1	Pollinating_ovary-2	Pollinating_ovary-3	Pollen_tube_growth-1	Pollen_tube_growth-2	Pollen_tube_growth-3	Fertilization-1	Fertilization-2	Fertilization-3	Zygote_formation-1	Zygote_formation-2	Zygote_formation-3	null	Probe ID	Stigma_control-1	Stigma_control-2	Stigma_control-3	Ovary_control-1	Ovary_control-2	Ovary_control-3	Pollinating_stigma-1	Pollinating_stigma-2	Pollinating_ovary-1	Pollinating_ovary-2	Pollinating_ovary-3	Pollen_tube_growth-1	Pollen_tube_growth-2	Pollen_tube_growth-3	Fertilization-1	Fertilization-2	Fertilization-3	Zygote_formation-1	Zygote_formation-2	Zygote_formation-3	null
Os.10234.1.S1_at	11.1921	11.0796	11.5474	10.6045	10.5407	10.9742	10.8561	10.8588	10.2927	10.565	10.6553	10.5424	10.396	10.519	10.5254	10.7143	10.2564	10.9635	11.2735	11.2775		
Os.10235.1.S1_at	10.6737	9.6039	11.3004	10.4894	10.4515	9.7448	10.6672	10.4083	10.0162	10.3239	10.2584	9.7111	10.0483	9.8436	9.8736	10.0143	10.0172	8.7117	8.3061	8.4961		
Os.10238.1.S1_at	7.849	7.3672	7.9838	8.7601	8.0263	8.1848	8.2119	9.9129	9.1952	8.174	9.7924	9.981	9.8817	9.5499	9.2364	8.3615	9.2014	7.1627	6.4116	7.0668		
Os.10240.1.S1_at	6.5411	6.9331	5.6656	7.451	6.0913	7.0462	7.6845	7.8704	8.0613	7.486	7.0753	7.6987	7.4475	7.4524	8.221	7.4912	7.8492	8.0642	7.3964	7.2667		
Os.10240.2.A1_at	4.005	2.2381	5.0362	5.0204	1.2971	5.6911	2.8367	3.2381	4.9062	5.0753	5.5413	3.6324	2.5936	2.1801	4.0849	5.2672	5.1646	5.3848	5.2744	4.4754		
Os.10241.1.S1_at	12.1706	12.7461	12.6407	13.152	13.0872	13.091	11.7011	11.4078	12.8586	12.8289	12.889	12.8397	12.8178	12.6327	12.7637	12.5475	12.9817	13.2761	13.2748	13.422		
Os.10244.1.S1_s_at	7.5063	6.2101	8.3078	6.5529	6.6752	3.5886	9.6146	10.9074	8.6809	7.9537	10.1652	9.3296	9.3987	9.1557	9.2952	9.2683	9.1857	8.1167	8.1854	8.1357		
Os.10245.1.S1_at	8.495	7.8851	9.0688	6.3216	5.9273	5.6761	9.3879	8.6353	8.2069	6.8798	6.6897	8.578	6.8036	7.6816	8.6351	7.1862	6.6351	7.8481	8.1732	7.923		
Os.10246.1.S1_at	11.7593	11.4989	11.4853	11.6479	11.5216	11.3378	11.386	11.4299	11.3211	11.4505	11.4118	11.5397	11.5818	11.3511	11.5244	11.5474	11.2639	11.5584	11.521	11.494		
Os.10246.2.S1_at	4.1994	7.1259	1.3209	9.9136	10.819	11.0156	2.0742	7.1674	11.0477	10.595	10.9456	10.8424	10.3652	11.2313	12.3308	12.3888	11.9386	13.3935	13.9213	13.8254		
Os.10246.3.S1_at	7.0168	7.8176	6.7309	11.4952	12.0664	12.2379	6.6458	7.3985	11.9012	11.9096	11.736	12.146	11.5381	12.4921	13.2854	13.3703	12.604	14.2919	14.4957	14.3813		
Os.10246.4.S1_x_at	7.2028	7.5787	6.9045	11.6085	12.2225	12.3196	6.0884	7.2374	12.3922	12.1876	11.7288	12.2345	11.4979	12.3767	13.4936	13.5303	12.3115	14.532	14.6989	14.438		
Os.10246.5.S1_at	3.1646	6.4084	5.0232	10.8321	11.3002	11.6079	5.729	6.2174	11.5512	11.6221	11.3989	11.7586	11.1325	12.236	13.2015	13.1109	12.4921	14.6318	14.8849	14.5414		
Os.10247.1.S1_a_at	11.1679	11.2924	11.2962	11.1166	11.2975	11.2003	11.1473	11.3062	11.1857	10.7946	11.3346	11.008	11.4205	10.586	10.8938	11.1601	11.2974	10.469	10.8397	10.89		
Os.10251.1.S1_at	7.7698	8.6498	7.3695	8.4933	8.8089	8.534	9.0066	8.8686	8.9274	8.7972	9.1042	8.7398	8.3166	8.9774	8.9913	9.0465	8.483	10.0777	10.4716	10.2098		
Os.10252.1.S1_s_at	7.1177	8.3563	6.0669	8.1493	8.3395	8.9634	7.1396	7.4557	7.745	8.5642	8.4097	8.0735	7.6962	8.4108	8.1455	8.1289	8.1761	6.9228	7.8669	7.8581		
Os.10253.1.S1_at	10.7217	10.837	9.6756	10.5473	9.3688	10.7093	9.5017	10.3638	10.104	10.0609	9.6435	10.5041	10.7713	10.0706	10.619	10.7291	10.8072	10.9189	10.4031	10.6213		
Os.10254.1.S1_at	8.6319	10.0053	8.3056	9.8692	9.6979	10.1459	7.9704	9.0689	10.1186	9.8252	10.24	10.2098	10.0198	9.9896	10.1832	10.3415	10.2458	9.904	9.7105	9.8344		
Os.10255.1.S1_s_at	10.7831	9.7425	10.6924	7.5227	8.0027	8.0731	10.7957	10.4349	7.5789	8.3859	7.8792	8.4181	9.215	8.6256	8.0965	8.3581	8.9226	8.5538	8.0835	8.1165		
Os.10256.1.S1_at	12.8383	12.6363	12.7832	13.4602	12.6084	13.0843	12.4016	11.6246	12.6215	12.5527	12.2875	12.8203	12.6323	12.7378	12.8626	13.2105	12.3091	13.6879	13.6469	13.8568		
Os.10257.1.S1_at	10.0228	9.2084	9.0901	10.476	9.5195	9.8024	9.4006	8.9509	9.5979	9.4593	9.1025	9.7521	9.4643	9.4458	10.112	9.7691	9.2812	10.0766	9.7765	9.8729		
Os.10257.1.S1_x_at	10.2339	10.2992	10.3788	10.7721	10.5247	10.553	9.9761	9.7311	10.4953	10.3084	10.5039	10.2898	10.2796	9.8689	10.3879	10.1611	10.3954	10.2871	10.2872	10.7626		
Os.10258.1.S1_at	10.4274	10.627	10.2325	10.9939	11.1554	11.2791	10.3258	10.3785	10.9052	10.9877	10.9782	10.8318	10.7643	10.8168	10.5783	10.6662	10.7266	10.3568	10.5563	10.4506		
Os.10259.1.S1_at	14.373	12.5152	13.1354	12.9111	13.8071	12.7529	14.9447	14.5412	14.3501	14.348	14.299	14.1327	13.7911	14.5008	14.2496	14.4522	13.4422	13.677	13.6847	13.6755		
Os.10260.1.S1_at	10.599	11.271	11.1874	11.2561	11.2024	10.9215	10.5651	10.2712	11.0352	11.0206	11.264	11.0745	10.875	10.8112	10.9347	11.0025	11.0499	11.308	11.3803	11.3143		
Os.10261.1.S1_at	10.4869	10.1034	10.492	10.8953	9.8744	9.9962	10.1345	9.6505	9.8239	9.7768	9.9522	9.9519	9.9104	9.8279	10.0644	9.9171	9.7857	10.7716	10.5495	10.4745		
Os.10262.1.S1_at	9.1873	9.3432	8.9039	9.0843	8.5381	9.1512	9.4458	9.5412	9.6537	8.9155	9.8441	9.4717	9.3841	9.4454	9.4806	9.1219	9.7879	9.3635	9.2253	9.2005		
Os.10263.1.S1_at	9.9292	9.5215	9.485	10.133	10.3593	9.8754	9.2037	10.6453	9.6646	9.9937	8.5632	9.2393	9.4114	9.4624	9.7716	10.4652	8.9128	9.6853	10.183	9.8601		
Os.10264.1.S1_at	9.2078	8.8077	9.5385	9.3842	8.8178	8.9555	9.7129	9.0272	9.0166	9.215	8.561	9.0648	9.0437	8.9555	9.4702	9.1976	8.8032	9.5242	9.7254	9.3598		
Os.10264.2.S1_at	9.1627	8.9002	9.3264	8.1609	8.4728	8.1586	8.839	8.5514	7.8046	8.355	7.179	8.246	7.7236	7.9679	8.3474	8.5213	7.9335	7.9693	8.3319	8.2611		
Os.10266.1.S1_at	7.5127	7.2125	6.8173	6.2376	7.4412	6.7355	6.5257	8.4377	7.1692	7.8563	5.2397	6.4312	6.6628	7.3684	7.1768	7.7137	5.191	4.9199	6.4743	6.2373		
Os.10268.1.S1_at	5.7622	2.687	5.8286	5.8418	7.2017	6.6364	5.5918	7.36	5.9881	6.7277	5.9199	6.075	5.5443	6.5218	6.4353	6.4389	6.1491	2.991	5.1322	6.4552		
Os.10270.1.S1_at	5.5167	6.3386	6.1734	3.1577	5.9229	5.3697	4.7512	6.9548	5.8025	6.1846	2.3406	3.6664	5.4777	5.9939	5.4731	6.4135	1.6957	4.4052	4.7339	4.7466		
Os.10271.1.S1_x_at	7.0812	7.0215	7.4026	8.165	8.0458	7.8091	7.2405	6.6492	8.1416	8.1014	7.4064	7.114	7.1149	7.2948	8.0824	7.5764	6.9726	7.6537	6.9718	7.6066		
Os.10271.2.S1_x_at	8.6504	9.1376	8.9574	9.1473	9.0114	9.4094	8.1816	8.719	8.2947	9.113	8.9329	8.8805	8.6869	8.8882	8.7281	8.4357	8.8498	9.2714	8.8155	8.819		
Os.10272.1.S1_at	8.923	8.2313	9.8108	7.5154	8.398	8.24	9.1856	9.4227	8.1154	8.9094	8.8514	8.7827	8.7289	8.5706	8.8659	8.6115	8.7309	7.7246	8.6642	8.2048		
Os.10273.1.S1_at	7.2325	6.8694	6.1773	7.4039	7.2641	6.9655	6.1875	7.9738	7.692	7.584	8.0748	7.9844	8.3469	8.1652	8.5699	8.3233	7.8958	9.5088	8.9399	9.0808		
Os.10274.1.S1_a_at	13.1052	12.593	12.8062	11.5082	12.1787	11.658	13.0671	13.0672	12.5983	12.5119	12.6283	12.5172	12.7852	12.3779	12.738	12.5654	12.6313	11.7455	11.691	11.724		
Os.10274.3.S1_at	9.078	8.5131	8.7448	6.5623	8.1841	7.2997	9.0273	9.2208	8.3212	8.4916	7.3146	8.1337	8.5679	7.8065	8.5491	8.6496	8.0716	7.0722	7.5884	7.3184		
Os.10274.4.S1_at	6.956	6.6807	6.4841	4.8727	6.3158	5.2787	6.9168	7.2711	5.5649	6.6082	5.725	5.9459	6.8254	5.8737	6.3494	6.2643	6.3024	5.9837	5.7773	6.3933		
Os.10275.1.S1_at	11.8993	11.1512	11.7281	12.9112	12.8433	11.7231	11.1956	11.2359	12.6705	12.97	12.6794	12.0067	12.0857	12.2514	12.2877	12.1793	11.8854	10.7644	10.2682	10.7547		
Os.10276.1.S1_at	13.8971	13.257	13.2037	13.3993	13.3168	12.9518	13.229	12.8895	13.2812	13.1036	13.2372	13.1196	13.1723	13.2872	13.2617	13.4107	13.1574	13.6265	13.5207	13.508		
Os.10276.2.S1_at	14.2715	13.9372	14.0864	13.436	13.8114	13.5867	14.0045	13.5442	13.6305	13.6234	13.7127	13.4665	13.6416	13.6394	13.6126	13.7081	13.5621	13.6606	13.7919	13.7216		
Os.10277.1.S1_at	12.1946	10.4751	10.1633	8.2704	9.0129	8.9892	10.92	10.1919	8.3862	8.8024	8.4164	8.8684	8.5401	8.8419	8.4572	8.0644	8.6897	7.8629	7.6302	7.4466		
Os.10278.1.S1_at	7.1983	7.4857	7.1518	8.4705	7.3265	7.989	6.5621	6.7464	7.2437	7.5962	7.6129	7.367	7.7447	7.9583	7.9018	7.5089	7.474	8.3451	8.264	8.557		
Os.10279.1.S1_at	12.929	11.7982	11.5839	11.5966	11.5957	12.7943	11.8291	12.318	11.6267	11.1917	12.4129	12.1455	12.1942	12.0157	11.3296	10.4381	12.3795	10.3357	10.0218	10.2376		
Os.10280.1.A1_at	5.6517	5.2706	5.7672	5.4968	4.6568	6.0664	5.957	6.109	6.2854	6.0176	5.0897	5.2273	5.0919	5.5799	6.3863	5.5795	5.2916	4.2225	4.9861	4.8618		
Os.10281.1.S1_at	9.9692	10.2222	9.824	9.7966	9.1972	9.5264	9.9851	10.1936	9.8226	10.0569	9.6744	10.085	9.747	10.2571	9.9958	9.5002	9.866	9.3869	9.3015	9.4373		
Os.10281.2.S1_at	6.321	5.8006	5.5958	3.9497	5.5395	5.2294	4.5923	6.1432	3.5936	5.3373	3.918	4.8137	6.0719	6.092	6.0772	6.472	4.6811	5.1062	4.6551	4.5944		
Os.10281.2.S1_x_at	6.0477	6.808	6.402	6.2741	6.8615	7.4614	5.1484	7.5159	6.2306	7.2726	5.8237	6.5732	7.1475	7.2886	6.9017	7.3731	7.4522	6.4095	6.3945	5.906		
Os.10283.1.S1_at	11.0846	11.5179	11.4232	11.862	11.3494	11.6765	10.6236	10.3502	11.342	11.152	11.339	11.4157	11.3077	11.2062	11.2406	11.0954	11.4809	11.9244	11.8544	11.8637		
Os.10285.1.S1_at	5.9208	0.8286	1.6822	3.7374	4.663	0.207	0.6818	5.4798	2.2692	5.1088	1.1939	3.691	1.921	4.9736	1.3252	4.5266	1.3697	1.1478	2.3787	0.4257		
Os.10286.1.S1_x_at	5.5188	5.646	5.1374	5.122	5.5911	5.6069	4.8529	6.0688	5.8052	3.0983	5.0306	5.6464	6.0471	6.1863	5.0281	5.0535	5.525	4.1796	2.3667	5.4804		
Os.10286.2.A1_at	4.3834	4.7882	2.4563	0	5.1959	3.3667	4.0489	5.5019	4.3399	3.6243	4.0151	3.2463	4.6851	2.9907	4.3004	3.9574	3.9216	1.589	4.1584	4.5207		
Os.10287.1.S1_at	7.5206	7.3197	6.6572	7.3145	7.4998	7.0697	6.0134	7.7639	6.5852	7.2222	7.2625	6.811	7.0568	7.7936	7.3954	7.6331	6.7371	7.1283	6.7109	6.2534		
Os.10289.1.S1_at	11.1147	10.9295	11.2813	11.6708	11.7791	11.6908	10.6532	10.6238	11.2252	11.1957	11.3491	11.153	11.4275	11.0903	11.2574	11.2262	11.3492	11.7538	11.5772	11.553		
Os.10290.1.S1_at	12.6511	12.0917	12.0372	13.1704	12.959	13.2513	11.9714	12.336	12.8969	13.1478	13.3079	12.823	13.0966	12.9751	12.7243	12.8088	13.3667	13.0287	12.6763	12.726		
Os.10292.1.S1_at	8.392	8.5382	8.4454	10.2766	9.9908	9.7397	9.9114	10.6462	10.4322	10.0219	10.8787	10.551	10.6553	10.4138	10.3028	9.9927	10.6199	9.8544	9.6364	9.7097		
Os.10293.1.S1_at	5.7482	5.684	4.3654	7.592	8.2795	8.5791	6.135	9.0666	7.7547	7.7351	8.1573	8.8158	8.4896	8.6905	8.2184	7.9233	9.3654	6.4702	6.4197	6.5089		
Os.10294.1.S1_at	10.0248	9.7768	10.7515	9.4267	8.9487	9.1078	11.4495	11.8459	10.8889	10.6003	10.8228	11.2712	10.9626	11.1083	10.9523	10.6437	10.6751	10.1137	9.8019	9.9528		
Os.10295.1.S1_at	6.4854	7.7074	7.9491	7.4033	8.0176	7.5189	7.5679	7.3521	7.5042	7.4456	7.2581	7.6332	8.0291	7.574	7.5287	8.0177	7.3827	8.2177	8.2599	6.6172		
Os.10298.1.S1_at	11.8493	12.3007	11.8463	13.5993	13.1291	12.934	11.7862	11.2481	12.6649	12.6291	12.423	12.707	12.6055	12.7263	12.9653	13.2697	12.4914	14.0869	13.8546	13.8191		
Os.10299.1.S1_at	9.7248	9.5669	9.4083	10.4052	10.0607	10.1427	10.43	10.1939	10.8607	10.5361	10.8054	10.8353	10.7708	10.6072	10.9791	10.9989	10.4201	10.8822	10.8276	10.7306		
Os.10300.1.S1_at	4.7338	1.5521	3.7849	2.9751	4.6932	4.0755	4.3114	5.6878	4.7485	5.2575	5.1198	5.084	5.1216	6.9417	7.4288	5.2966	6.1713	8.567	9.5796	9.2891		
Os.10300.1.S1_x_at	5.0918	4.4498	5.4993	4.4728	4.9634	4.2611	5.1773	5.8827	5.1735	5.3059	4.8177	5.1909	5.6619	5.7999	6.3662	6.0126	6.6423	7.8581	8.8103	8.062		
Os.10303.1.S1_at	8.4708	8.5091	9.1625	6.059	6.887	6.5333	8.3487	8.2759	6.3595	6.9789	6.4895	6.8085	6.8015	7.4529	7.3288	7.7262	6.557	5.4034	6.4274	6.2721		
Os.10303.1.S2_at	8.3505	8.7738	9.1902	5.523	8.0507	7.767	7.9999	8.8311	7.3553	8.271	6.8368	7.0137	7.3691	7.9575	7.8489	8.3419	7.5537	5.9083	6.664	7.0945		
Os.10303.1.S3_at	6.6406	6.5157	5.8345	5.0687	6.0131	4.8719	5.9753	6.9633	5.9729	5.8472	5.2254	5.2508	5.8474	5.8601	5.7398	6.0945	5.1002	4.7705	4.9667	2.2879		
Os.10305.1.S1_at	6.5546	5.9321	6.0994	6.2166	6.8934	8.6301	6.415	8.2453	7.784	6.4431	6.5345	7.6084	8.0585	7.5171	7.6516	7.8541	8.185	7.6898	6.6782	7.5444		
Os.10306.2.S1_x_at	7.6717	8.0981	7.905	8.9374	7.9434	8.7186	7.5801	8.3382	8.8679	8.0381	8.7797	8.6449	9.1953	8.7741	8.9498	8.7238	8.4452	8.6122	8.7929	8.5181		
Os.10307.1.S1_at	10.1805	10.497	9.9239	11.0939	10.4615	10.601	9.7797	9.225	10.3743	10.2643	9.9421	10.2936	10.2537	10.1175	10.5699	10.7167	10.1444	11.245	10.8779	10.9681		
Os.10308.1.S1_at	12.8395	13.2092	12.9686	12.6726	12.778	12.922	12.4739	12.5994	12.5334	12.524	12.9229	12.6265	12.8995	12.5461	12.427	12.5876	13.0039	12.7713	12.7863	12.6747		
Os.10309.1.S1_at	13.0223	12.7914	13.0053	13.445	12.9525	13.0559	12.6388	12.3758	12.9981	12.7467	12.8227	12.741	12.8141	12.5891	12.8893	13.0053	12.6993	12.87	12.7461	12.821		
Os.10310.1.S1_at	3.8053	2.2891	5.6291	1.3371	4.6795	5.4198	6.2053	5.8259	4.3526	5.1301	5.0112	3.4116	5.6318	5.1382	5.6408	5.7056	5.7135	4.6757	5.6041	2.7618		
Os.10310.2.S1_at	5.9139	5.2808	4.3283	4.5545	6.827	5.7936	6.0452	6.3362	5.1124	5.7129	3.3625	5.1533	5.6798	5.5678	5.7609	4.9586	5.4851	4.4834	5.5974	2.1049		
Os.10311.1.S1_a_at	9.0283	9.839	9.8588	11.9586	11.5964	11.6919	9.3119	9.7427	11.7902	11.8529	11.6023	11.1593	11.177	11.4072	11.5112	11.2271	11.0601	10.5358	10.7661	10.7456		
Os.10311.2.A1_s_at	7.0934	7.6692	7.4636	10.0451	9.9476	10.3388	7.1186	7.1556	9.438	9.6632	9.2631	9.4081	8.8551	9.4338	9.656	9.4492	8.8773	8.7882	9.03	8.6786		
Os.10311.2.A1_x_at	8.0403	9.0536	8.2349	10.9069	10.7462	11.0702	8.2051	8.1866	10.7477	10.8408	10.5108	10.053	10.1058	10.2106	10.4126	10.4059	10.3029	9.5074	9.4895	9.7259		
Os.10312.1.S1_at	13.8643	12.8033	13.3534	13.3359	13.4452	13.2384	14.1301	13.9099	13.8028	13.6301	13.9349	13.7456	13.8281	14.013	13.7047	14.0732	13.5222	13.8615	13.8405	13.7679		
Os.10314.1.S1_a_at	11.3415	11.2	11.7113	10.9236	10.7493	10.8569	10.9212	10.6221	10.7945	10.6796	10.9111	10.7143	10.6701	10.4076	10.593	10.713	10.703	9.8738	9.8657	10.0678		
Os.10315.1.S1_at	0.8325	5.3193	3.9795	6.5319	7.242	6.345	5.5381	7.9464	7.2764	6.8692	7.8714	7.3711	7.2071	6.6107	6.6342	6.9299	7.5162	6.891	5.8031	6.1134		
Os.10316.1.S1_at	5.589	6.3838	5.9738	7.1178	7.7293	6.993	7.8527	7.837	7.448	7.1159	7.8858	8.4888	8.1927	8.4223	8.5544	7.9597	8.3057	9.2557	9.2652	9.0806		
Os.10317.1.S1_at	5.9982	6.2316	6.0848	7.3038	7.9014	8.3661	1.7686	5.7357	7.8478	7.0395	7.2303	7.269	7.1949	7.6795	8.3514	8.3654	8.5065	8.2617	8.5611	8.3098		
Os.10319.1.S1_at	7.1367	8.4457	7.8273	7.9201	7.8416	8.2418	6.7749	6.7975	7.7692	7.8375	7.7217	7.4094	7.3354	7.9361	7.9393	8.2711	7.3684	8.8274	8.6375	8.5097		
Os.10320.1.S1_x_at	11.3195	11.5954	11.2303	11.0816	10.9992	11.0226	11.0119	10.69	10.703	10.7917	10.8049	10.7061	10.6054	10.4953	10.4029	10.421	10.7767	9.8871	9.5192	9.7191		
Os.10321.1.S1_at	11.4947	11.4685	10.9336	11.0218	11.3098	11.0544	10.8134	10.7741	11.0879	10.7341	10.8191	11.0753	10.9547	10.7364	11.0813	10.9564	10.6208	10.3897	10.3747	10.3748		
Os.10322.1.S1_s_at	12.2798	12.1895	11.3002	10.8354	11.0799	10.8154	12.0242	11.1917	10.6937	10.8889	10.4068	11.1658	10.5271	11.6566	10.383	11.0272	10.9525	10.4382	10.151	10.2129		
Os.10323.1.S1_at	10.1324	10.3246	10.1677	10.2122	10.187	10.1348	9.6768	9.4011	9.8719	10.0332	9.9328	9.8095	9.7696	9.6745	9.7969	10.0103	9.9789	10.0658	10.0446	9.9308		
Os.10324.1.S1_at	8.3083	8.6963	8.8366	9.0374	9.1591	8.9193	8.2901	7.824	9.4088	9.0861	9.1001	8.7293	8.9334	8.3273	8.9314	8.5606	8.8324	8.142	8.0573	7.9684		
Os.10324.2.S1_at	7.309	7.9962	8.1376	5.2965	7.2307	6.3699	6.9875	8.1432	6.6011	6.4257	5.0784	6.3982	7.3104	5.8032	7.1846	6.8794	6.8396	4.9106	6.4346	5.4319		
Os.10326.1.S1_at	9.6148	10.7774	10.3613	11.9199	12.0601	12.6022	10.3265	9.9125	11.7626	11.7096	11.6971	11.6528	11.9942	11.9917	11.7495	11.8529	11.4864	11.7617	11.9224	11.7654		
Os.10328.1.S1_at	4.2844	2.5394	6.7568	7.1399	6.2631	6.9885	5.202	6.7841	6.7168	6.3755	7.0306	5.8934	6.6126	6.5584	6.452	6.4482	6.8914	5.0633	5.2515	6.0325		
Os.10333.1.S1_at	12.2837	11.9001	12.8327	11.45	11.3157	10.8922	12.8597	12.1633	11.1189	11.4678	11.4409	11.8399	12.0027	11.2719	11.2997	11.733	11.6717	9.6879	9.6648	9.8738		
Os.10334.1.S1_at	12.4462	12.4156	11.6984	12.4632	12.2035	12.2121	12.1378	12.197	12.187	12.1558	11.9945	12.3715	11.925	11.9977	12.1703	11.7685	12.1212	10.931	10.7933	10.9484		
Os.10335.1.S1_at	3.2221	5.5939	5.6153	5.0579	5.5417	5.4359	1.8215	5.7435	5.8976	5.8254	2.2257	5.6143	5.4876	3.7514	6.1475	5.4328	6.4059	5.0507	5.553	3.7718		
Os.10336.1.S1_at	11.3321	11.9787	11.5341	11.8009	11.462	11.8646	11.2322	11.1997	11.5033	11.1704	11.6811	11.6865	11.5758	11.3425	11.3806	11.3793	11.6536	11.3772	11.5255	11.4891		
Os.10337.1.S1_x_at	11.6545	11.6899	11.5105	11.7739	11.6737	11.9015	11.3175	11.2449	11.3976	11.5345	11.6689	11.5727	11.515	11.4972	11.436	11.2277	11.6888	11.6055	11.7207	11.7779		
Os.10337.2.S1_at	10.6509	10.1426	10.4083	10.4022	10.307	10.1657	10.7466	10.7928	10.4281	10.2192	10.4842	10.4846	10.7177	10.5425	10.6476	10.3553	10.4877	10.5096	10.0981	10.1463		
Os.10338.1.S1_x_at	2.7907	2.4395	2.396	1.6055	2.7151	2.4111	2.584	2.8366	2.3483	1.8275	1.9616	1.4375	2.4529	2.1775	2.5056	2.6696	2.0908	1.4701	2.0689	1.8677		
Os.10338.2.S1_at	5.253	6.3591	5.4448	7.2615	6.4165	6.5897	5.809	7.3196	6.455	5.3312	6.5086	6.4495	6.5438	6.3405	7.1058	6.2665	5.5381	6.4198	7.3808	5.8411		
Os.10339.1.S1_at	3.0549	4.5212	4.0522	4.3654	5.3609	3.1078	9.5266	9.556	8.3687	5.0084	5.7066	8.0374	5.1045	8.005	4.5558	8.0311	4.6617	2.1467	3.3635	3.9725		
Os.10340.1.S1_at	12.5135	12.0925	12.272	11.0209	11.251	11.6494	12.1591	11.474	11.6443	11.5022	11.7323	11.7683	10.9436	11.8155	11.5676	12.0543	10.964	11.2095	11.9703	11.8855		
Os.10342.1.S1_at	10.924	10.2109	10.3552	10.7253	10.4777	10.9308	10.7609	10.3251	10.6064	10.1233	10.5182	10.5382	10.6466	10.3554	10.5017	10.4697	10.3231	10.8172	10.4228	10.3691		
Os.10342.1.S1_s_at	12.0984	11.7733	11.7322	12.0398	12.0795	12.2827	11.7102	11.3991	12.1296	11.8801	11.9432	11.9412	11.9906	11.8028	12.04	11.8023	11.8674	12.3728	12.2587	12.2206		
Os.10344.1.S1_at	12.0691	7.4755	11.8935	8.8974	5.3272	6.7266	13.8436	13.5812	11.0096	10.6436	11.1051	11.3471	11.8406	11.6205	11.1092	11.2401	11.7796	9.6613	9.5671	9.5818		
Os.10346.1.S1_at	5.6284	5.4452	5.4765	5.9635	5.3502	5.422	5.9698	8.4216	7.8791	6.4111	7.7342	8.0149	7.5115	8.1617	7.7731	6.8508	7.9715	6.1096	6.8737	6.3206		
Os.10348.1.S1_at	6.4018	7.3229	5.476	6.979	7.1205	6.5606	3.6909	7.9075	6.8804	6.8779	5.5877	6.7892	6.5498	7.5823	7.6817	6.835	6.2064	6.7132	7.4025	6.9702		
Os.10351.1.S1_a_at	12.2288	11.5464	10.818	10.2083	11.22	10.5043	11.47	10.9549	11.0351	11.1108	11.3107	11.3963	11.0906	11.2737	10.9113	11.0299	11.1871	10.136	10.2427	10.2692		
Os.10351.2.S1_at	8.7445	8.2981	6.8627	6.7184	7.8243	7.5353	8.4588	9.1935	8.3001	8.714	7.9936	8.1571	7.8619	8.3127	8.2602	8.9653	8.2702	6.7209	7.4108	6.9811		
Os.10351.5.S1_x_at	7.0981	6.6805	7.6131	5.9587	7.5834	6.8669	6.9713	7.4972	6.6099	6.9672	2.0654	5.8342	7.2963	7.0073	6.9142	6.5877	6.7493	6.7665	7.0602	7.0081		
Os.10352.1.S1_at	12.1185	11.3265	12.2235	9.8432	8.9646	9.8082	12.4882	11.6373	9.7242	9.8791	9.7363	10.112	10.9485	10.0843	10.4968	10.4402	10.3912	11.148	11.1544	11.0874		
Os.10353.1.S1_at	11.5431	11.5088	11.4576	11.2168	11.1205	11.2405	11.4276	11.4342	11.015	10.946	10.9395	10.944	11.2703	10.8886	11.0109	10.9929	11.1446	10.6831	10.5925	10.2533		
Os.10353.2.S1_at	2.46	5.8798	5.4161	4.6675	5.9696	4.3967	0	4.9027	5.6566	4.1249	5.3134	2.3086	3.7369	5.1731	4.1818	5.2851	5.1382	1.9696	4.4538	5.029		
Os.10355.1.S1_at	6.103	5.8193	4.9657	6.2334	6.3639	6.4399	6.415	5.9282	4.9274	6.924	3.6678	6.4205	6.9728	6.4149	5.7697	6.5812	6.4171	6.2057	5.7991	5.8281		
Os.10355.1.S1_x_at	5.7117	6.4929	6.1776	5.4693	6.3031	6.7362	6.6001	7.4096	6.681	5.9845	4.3227	6.0398	5.428	6.9207	5.1632	6.0625	4.9464	5.7254	4.3637	3.5896		
Os.10356.1.S1_at	9.5428	6.4981	12.5245	12.5576	11.699	6.1329	14.8441	14.4424	13.7152	13.1652	13.4927	13.699	13.0709	14.3993	13.509	12.7806	12.9381	10.9725	10.8568	10.8847		
Os.10358.1.A1_at	7.5409	7.9224	5.3942	11.615	11.9445	11.8498	6.9866	7.4776	11.7709	11.7188	11.7259	11.6061	11.6017	11.5257	11.9392	11.919	12.1371	12.1167	11.9605	11.8981		
Os.10359.1.S1_at	11.3555	10.6094	11.2341	10.7643	10.2499	10.5335	11.413	11.4265	11.2518	10.6753	11.3055	11.6036	11.3291	11.4922	11.2332	11.0582	11.673	11.1047	10.9845	11.0209		
Os.10360.1.S1_at	7.9589	7.3214	12.4679	7.3494	6.591	5.0494	11.0078	10.5439	9.0231	9.2711	8.0468	9.7576	10.169	9.3627	9.6815	9.7499	9.5745	9.7107	9.1519	8.955		
Os.10361.1.S1_at	9.1667	9.5566	9.3367	9.5483	9.1592	9.4774	9.021	8.7505	9.2069	9.3177	9.9338	9.5216	9.6933	9.3471	9.5899	9.3797	9.6733	9.7496	9.6256	9.8189		
